Customer ID,Recency,Frequency,MonetaryValue,R_score,F_score,M_score,RFM_Segment,RFM_Score,K_Cluster,Churn_Status,Churn_Probability
16810,56,1,532.5,2,1,2,2.01.02.0,5,0,0,4.2245757872251095e-11
16812,14,3,1912.65,4,3,4,4.03.04.0,11,0,0,5.468871628248772e-13
16814,5,16,5990.61,4,4,4,4.04.04.0,12,0,0,1.5735880105590015e-14
16815,89,2,410.97,2,2,2,2.02.02.0,6,0,0,4.113037501867566e-08
16817,4,5,1200.15,4,4,3,4.04.03.0,11,0,0,4.6271022394472174e-14
16819,101,2,182.59,2,2,1,2.02.01.0,5,0,0,2.086650430001501e-07
16821,17,1,113.35,4,1,1,4.01.01.0,6,0,0,4.047360071077339e-14
16822,322,1,181.39,1,1,1,1.01.01.0,3,1,1,0.9999999999969293
16823,23,6,1901.71,3,4,4,3.04.04.0,11,0,0,1.6111029125609272e-12
16824,29,1,225.6,3,1,1,3.01.01.0,5,0,0,2.12751258766622e-13
16825,14,3,1051.71,4,3,3,4.03.03.0,10,0,0,2.5086512299059304e-13
16827,29,5,392.13,3,4,2,3.04.02.0,9,0,0,1.3950269342383307e-12
16829,24,1,316.1,3,1,2,3.01.02.0,6,0,0,1.6162199757335704e-13
16830,78,3,881.59,2,3,3,2.03.03.0,8,0,0,1.609622290843968e-08
16831,200,1,91.8,1,1,1,1.01.01.0,3,1,1,0.9391273004042429
16832,64,2,218.46,2,2,1,2.02.01.0,5,0,0,1.552794642437735e-10
16833,75,2,1302.51,2,2,3,2.02.03.0,7,0,0,5.8843161005610714e-09
16834,310,1,485.5,1,1,2,1.01.02.0,4,1,1,0.9999999999845439
16835,9,5,1357.56,4,4,3,4.04.03.0,11,0,0,1.2456589850277863e-13
16836,42,2,530.5,3,2,2,3.02.02.0,7,0,0,8.773610240921705e-12
16838,166,2,570.76,1,2,2,1.02.02.0,5,1,0,0.06409473724310945
16839,5,11,5716.14,4,4,4,4.04.04.0,12,0,0,4.682805608167554e-14
16840,239,2,139.85,1,2,1,1.02.01.0,4,1,1,0.9999796728985773
16841,64,6,2136.24,2,4,4,2.04.04.0,10,0,0,2.4353849890767382e-09
16843,58,19,9374.86,2,4,4,2.04.04.0,10,0,0,8.767133601794874e-11
16844,198,2,614.34,1,2,2,1.02.02.0,5,1,1,0.9722524171537414
16845,254,1,253.88,1,1,1,1.01.01.0,3,1,1,0.9999982768807807
16846,213,2,628.09,1,2,2,1.02.02.0,5,1,1,0.9984680102168457
16847,254,1,421.4500000000001,1,1,2,1.01.02.0,4,1,1,0.9999991503645675
16848,12,3,1130.2,4,3,3,4.03.03.0,10,0,0,1.7131875987394085e-13
16854,53,2,1408.96,3,2,3,3.02.03.0,8,0,0,1.6328897026147673e-10
16856,53,2,323.09000000000003,3,2,2,3.02.02.0,7,0,0,7.316805883310562e-11
16857,78,1,352.8,2,1,2,2.01.02.0,5,0,0,3.0109840773414323e-09
16858,4,10,4292.59,4,4,4,4.04.04.0,12,0,0,4.156284292936964e-14
16859,52,5,1184.6,3,4,3,3.04.03.0,10,0,0,2.664353998761602e-10
16860,88,3,1610.62,2,3,3,2.03.03.0,8,0,0,1.2179983228529848e-07
16861,26,3,772.83,3,3,3,3.03.03.0,9,0,0,1.2660250857128454e-12
16862,183,4,662.33,1,3,2,1.03.02.0,6,1,1,0.7071708300017938
16863,2,2,495.72,4,2,2,4.02.02.0,8,0,0,7.200555127110822e-15
16864,70,2,409.25,2,2,2,2.02.02.0,6,0,0,1.015801131051843e-09
16865,37,1,130.95,3,1,1,3.01.01.0,5,0,0,1.0007766703640545e-12
16867,325,1,76.74000000000001,1,1,1,1.01.01.0,3,1,1,0.9999999999982694
16868,30,3,393.39,3,3,2,3.03.02.0,8,0,0,1.3309024629081158e-12
16870,105,1,450.16,2,1,2,2.01.02.0,5,0,0,5.849755063144544e-07
16872,63,3,533.11,2,3,2,2.03.02.0,7,0,0,4.1932682644923926e-10
16873,65,6,7493.77,2,4,4,2.04.04.0,10,0,0,5.171117306345737e-09
16874,15,1,217.74,4,1,1,4.01.01.0,6,0,0,2.7714588142856115e-14
16875,73,6,2139.0,2,4,4,2.04.04.0,10,0,0,1.406157116632113e-08
16876,39,1,136.01,3,1,1,3.01.01.0,5,0,0,1.4782677347753208e-12
16880,129,1,321.78,2,1,2,2.01.02.0,5,0,0,6.187932439971631e-05
16883,7,18,2119.86,4,4,4,4.04.04.0,12,0,0,9.920105672726731e-15
16884,192,2,644.08,1,2,2,1.02.02.0,5,1,1,0.9161279168632736
16885,21,1,239.23,3,1,1,3.01.01.0,5,0,0,4.4847787614719886e-14
16886,92,1,134.0,2,1,1,2.01.01.0,4,0,0,2.2574388974107324e-08
16887,36,2,465.84,3,2,2,3.02.02.0,7,0,0,2.7082679951067543e-12
16888,36,3,437.15,3,3,2,3.03.02.0,8,0,0,4.3021665866589064e-12
16889,33,3,952.23,3,3,3,3.03.03.0,9,0,0,5.04329500168305e-12
16890,112,3,285.41,2,3,1,2.03.01.0,6,0,0,2.8636711508676103e-06
16891,7,7,1247.12,4,4,3,4.04.03.0,11,0,0,5.3309063082733265e-14
16892,190,2,236.56,1,2,1,1.02.01.0,4,1,1,0.7806075686284739
16893,2,2,255.84,4,2,1,4.02.01.0,7,0,0,3.523797382662988e-15
16894,138,3,1324.06,1,3,3,1.03.03.0,7,0,0,0.0010055800519204875
16895,74,4,902.28,2,3,3,2.03.03.0,8,0,0,5.916697074318835e-09
16896,191,1,103.95,1,1,1,1.01.01.0,3,1,1,0.7279762272628671
16898,4,3,507.56,4,3,2,4.03.02.0,9,0,0,1.6958306294063923e-14
16899,14,2,439.46,4,2,2,4.02.02.0,8,0,0,7.412113413404986e-14
16901,365,1,204.26,1,1,1,1.01.01.0,3,1,1,0.9999999999999993
16903,16,2,689.04,4,2,2,4.02.02.0,8,0,0,1.1231099768688735e-13
16904,3,7,1378.1,4,4,3,4.04.03.0,11,0,0,2.4794413747141013e-14
16905,7,11,1931.72,4,4,4,4.04.04.0,12,0,0,4.66070468123394e-14
16906,64,3,869.03,2,3,3,2.03.03.0,8,0,0,1.0515910997911042e-09
16907,1,5,726.25,4,4,3,4.04.03.0,11,0,0,2.4551900258636872e-14
16908,358,1,252.59,1,1,1,1.01.01.0,3,1,1,0.9999999999999973
16911,271,2,255.25,1,2,1,1.02.01.0,4,1,1,0.9999999605659771
16912,57,4,1904.93,2,3,4,2.03.04.0,9,0,0,4.773751683505455e-10
16913,287,2,310.47,1,2,2,1.02.02.0,5,1,1,0.999999999128282
16915,22,5,921.5,3,4,3,3.04.03.0,10,0,0,7.514194318693732e-13
16916,8,3,547.14,4,3,2,4.03.02.0,9,0,0,3.711482039219497e-14
16917,268,1,1466.31,1,1,3,1.01.03.0,5,1,1,0.999999974988222
16918,58,10,2144.47,2,4,4,2.04.04.0,10,0,0,3.0942218344877467e-10
16919,4,14,2529.46,4,4,4,4.04.04.0,12,0,0,1.4128548846440483e-14
16920,47,1,355.45,3,1,2,3.01.02.0,6,0,0,1.4319607604997916e-11
16921,78,2,276.88,2,2,1,2.02.01.0,5,0,0,2.388175442084344e-09
16922,208,1,611.08,1,1,2,1.01.02.0,4,1,1,0.9935561560757977
16923,11,13,6130.75,4,4,4,4.04.04.0,12,0,0,1.0055736893988083e-13
16925,176,1,125.65,1,1,1,1.01.01.0,3,1,0,0.12618544927813136
16926,7,5,1191.1,4,4,3,4.04.03.0,11,0,0,8.292396102672348e-14
16928,9,13,1265.63,4,4,3,4.04.03.0,11,0,0,2.0586572595435375e-14
16931,5,3,629.4,4,3,2,4.03.02.0,9,0,0,2.0868397711319657e-14
16932,59,2,278.77,2,2,1,2.02.01.0,5,0,0,5.90032023969666e-11
16933,25,7,2618.02,3,4,4,3.04.04.0,11,0,0,2.0488760804646708e-12
16934,19,4,1160.06,3,3,3,3.03.03.0,9,0,0,2.695273322413746e-13
16935,17,3,535.1,4,3,2,4.03.02.0,9,0,0,2.139655755476709e-13
16936,21,1,288.49,3,1,1,3.01.01.0,5,0,0,4.507855572800431e-14
16937,135,1,202.1,2,1,1,2.01.01.0,4,0,0,9.866755530201509e-05
16938,17,5,4306.8,4,4,4,4.04.04.0,12,0,0,1.6036076257666685e-12
16939,124,3,449.0,2,3,2,2.03.02.0,7,0,0,6.0106725832298464e-05
16940,86,5,3377.78,2,4,4,2.04.04.0,10,0,0,2.5177325203541776e-07
16941,247,1,33.0,1,2,1,1.02.01.0,4,1,1,0.9999965409020256
16943,175,2,482.76,1,2,2,1.02.02.0,5,1,0,0.2814526291650699
16944,245,1,101.36,1,2,1,1.02.01.0,4,1,1,0.9999949294402909
16945,29,14,4202.66,3,4,4,3.04.04.0,11,0,0,1.099371996211167e-12
16946,19,5,1222.04,3,4,3,3.04.03.0,10,0,0,4.3221629071743554e-13
16947,98,4,548.73,2,3,2,2.03.02.0,7,0,0,3.067780403576764e-07
16948,65,4,433.75,2,3,2,2.03.02.0,7,0,0,4.89820258038327e-10
16950,3,8,2605.81,4,4,4,4.04.04.0,12,0,0,4.489524738111342e-14
16952,77,3,631.17,2,3,2,2.03.02.0,7,0,0,6.475875983604355e-09
16954,15,11,3996.8,4,4,4,4.04.04.0,12,0,0,2.745632502477546e-13
16955,4,4,790.74,4,3,3,4.03.03.0,10,0,0,2.7828505902080773e-14
16958,71,1,809.44,2,2,3,2.02.03.0,7,0,0,3.207879344626009e-09
16960,26,5,1536.38,3,4,3,3.04.03.0,10,0,0,1.7461401707535063e-12
16961,24,2,560.39,3,2,2,3.02.02.0,7,0,0,2.641484997544194e-13
16962,45,1,251.04,3,2,1,3.02.01.0,6,0,0,9.594441438402284e-12
16964,369,2,207.85,1,2,1,1.02.01.0,4,1,1,0.9999999999999998
16970,262,1,71.4,1,2,1,1.02.01.0,4,1,1,0.9999998145082991
16972,18,2,786.25,4,2,3,4.02.03.0,9,0,0,3.3381712725475247e-13
16973,22,1,127.0,3,2,1,3.02.01.0,6,0,0,1.0733884181498466e-13
16974,158,2,365.5,1,2,2,1.02.02.0,5,1,0,0.013914555756008501
16975,59,3,926.12,2,3,3,2.03.03.0,8,0,0,3.9945030733471564e-10
16977,31,4,496.0,3,3,2,3.03.02.0,8,0,0,1.3066997191016159e-12
16978,302,2,424.55,1,2,2,1.02.02.0,5,1,1,0.999999999953622
16979,19,3,1007.74,3,3,3,3.03.03.0,9,0,0,3.3183133523099716e-13
16980,64,1,394.37,2,2,2,2.02.02.0,6,0,0,3.9425881534262983e-10
16983,5,5,1778.97,4,4,4,4.04.04.0,12,0,0,1.1901298583912043e-13
16984,40,7,6273.45,3,4,4,3.04.04.0,11,0,0,5.569584018833341e-11
16985,12,13,5459.04,4,4,4,4.04.04.0,12,0,0,1.139234496239912e-13
16986,81,9,3015.55,2,4,4,2.04.04.0,10,0,0,3.73959019901785e-08
16987,12,4,910.85,4,3,3,4.03.03.0,10,0,0,1.3386671800155264e-13
16988,15,1,256.55,4,2,1,4.02.01.0,7,0,0,5.545813343130534e-14
16990,58,1,165.0,2,2,1,2.02.01.0,5,0,0,6.002622543195979e-11
16991,57,1,1041.21,2,2,3,2.02.03.0,7,0,0,2.1497930313008776e-10
16992,23,8,3862.19,3,4,4,3.04.04.0,11,0,0,1.2630465285387988e-12
16993,99,2,1950.95,2,2,4,2.02.04.0,8,0,0,1.3451818690562674e-06
16996,18,3,666.6500000000001,4,3,2,4.03.02.0,9,0,0,2.6356631505432666e-13
16998,80,1,107.0,2,2,1,2.02.01.0,5,0,0,4.332845469410066e-09
17000,32,2,406.3,3,2,2,3.02.02.0,7,0,0,1.234876647227495e-12
17001,12,8,2651.23,4,4,4,4.04.04.0,12,0,0,2.603735856756671e-13
17002,79,4,1077.82,2,3,3,2.03.03.0,8,0,0,1.5958415388272203e-08
17003,38,4,830.16,3,3,3,3.03.03.0,9,0,0,1.0542686895886287e-11
17004,28,2,1012.22,3,2,3,3.02.03.0,8,0,0,1.202728690348162e-12
17005,106,2,742.36,2,2,3,2.02.03.0,7,0,0,2.3267336570902773e-06
17006,28,4,854.54,3,3,3,3.03.03.0,9,0,0,1.507022223871408e-12
17007,73,1,230.17,2,2,1,2.02.01.0,5,0,0,1.122515000449207e-09
17008,65,1,81.36,2,2,1,2.02.01.0,5,0,0,2.326541368370136e-10
17009,187,1,242.06,1,2,1,1.02.01.0,4,1,1,0.712848645924736
17011,283,2,400.8,1,2,2,1.02.02.0,5,1,1,0.9999999981178138
17012,361,1,384.16,1,2,2,1.02.02.0,5,1,1,0.9999999999999996
17016,212,1,552.4,1,2,2,1.02.02.0,5,1,1,0.9985000345283765
17017,1,13,5416.349999999999,4,4,4,4.04.04.0,12,0,0,1.330923633977438e-14
17018,23,4,1367.6,3,3,3,3.03.03.0,9,0,0,6.002991601439969e-13
17019,4,8,2739.59,4,4,4,4.04.04.0,12,0,0,5.531555482584327e-14
17020,178,2,935.62,1,2,3,1.02.03.0,6,1,0,0.5948116699048005
17021,78,6,1182.22,2,4,3,2.04.03.0,9,0,0,1.6912474169678833e-08
17022,68,1,189.0,2,2,1,2.02.01.0,5,0,0,4.2204799064678663e-10
17023,53,3,800.18,3,3,3,3.03.03.0,9,0,0,2.4417651951580237e-10
17025,9,4,1152.87,4,3,3,4.03.03.0,10,0,0,7.653205062154047e-14
17026,5,2,54.15,4,2,1,4.02.01.0,7,0,0,6.189635714557547e-15
17027,82,3,436.82,2,3,2,2.03.02.0,7,0,0,1.6806286892427217e-08
17028,217,3,1593.83,1,3,3,1.03.03.0,7,1,1,0.9997995678422754
17029,18,5,1421.3,4,4,3,4.04.03.0,11,0,0,7.238101734638551e-13
17031,14,4,2393.5,4,3,4,4.03.04.0,11,0,0,4.596728213698684e-13
17032,183,8,3004.6,1,4,4,1.04.04.0,9,1,1,0.9088184145486341
17033,33,1,302.65000000000003,3,2,1,3.02.01.0,6,0,0,9.316080057809928e-13
17034,45,2,538.4,3,2,2,3.02.02.0,7,0,0,1.575129453147548e-11
17035,227,2,180.06,1,2,1,1.02.01.0,4,1,1,0.9997904461769488
17036,19,1,176.9,3,2,1,3.02.01.0,6,0,0,6.014982754854559e-14
17038,51,1,630.77,3,2,2,3.02.02.0,7,0,0,6.401234324489709e-11
17039,240,1,1954.99,1,2,4,1.02.04.0,7,1,1,0.999998601547386
17040,186,1,13.52,1,2,1,1.02.01.0,4,1,1,0.6661147179012323
17041,33,3,604.71,3,3,2,3.03.02.0,8,0,0,2.440555626904219e-12
17043,11,4,881.37,4,3,3,4.03.03.0,10,0,0,1.0983612198825259e-13
17044,10,11,11013.82,4,4,4,4.04.04.0,12,0,0,2.1537171605534922e-13
17045,12,2,488.24,4,2,2,4.02.02.0,8,0,0,5.046175386758382e-14
17046,80,4,1264.05,2,3,3,2.03.03.0,8,0,0,1.977015078172405e-08
17047,67,3,1188.33,2,3,3,2.03.03.0,8,0,0,1.9501830558262484e-09
17048,73,4,1146.33,2,3,3,2.03.03.0,8,0,0,4.9949240580843314e-09
17049,11,10,4287.5,4,4,4,4.04.04.0,12,0,0,1.6241618504021207e-13
17050,11,5,1462.95,4,4,3,4.04.03.0,11,0,0,1.8593233784373255e-13
17051,82,3,467.25,2,3,2,2.03.02.0,7,0,0,1.6859655733406494e-08
17055,81,1,239.55,2,2,1,2.02.01.0,5,0,0,5.337826424578856e-09
17056,374,1,128.60000000000002,1,2,1,1.02.01.0,4,1,1,1.0
17057,232,1,294.74,1,2,1,1.02.01.0,4,1,1,0.9999374833127002
17059,5,5,2507.49,4,4,4,4.04.04.0,12,0,0,1.2839828061493701e-13
17062,1,4,669.85,4,3,2,4.03.02.0,9,0,0,7.686676063763403e-15
17063,43,6,2177.39,3,4,4,3.04.04.0,11,0,0,8.155811822233572e-11
17065,273,2,194.7,1,2,1,1.02.01.0,4,1,1,0.9999999731203285
17066,362,1,228.34,1,2,1,1.02.01.0,4,1,1,0.9999999999999993
17067,360,3,454.54,1,3,2,1.03.02.0,6,1,1,0.9999999999999996
17068,4,27,4608.94,4,4,4,4.04.04.0,12,0,0,9.560973875007437e-16
17069,9,6,3084.58,4,4,4,4.04.04.0,12,0,0,2.3759593503357384e-13
17070,46,1,133.18,3,2,1,3.02.01.0,6,0,0,1.1515429019398158e-11
17071,17,4,1372.17,4,3,3,4.03.03.0,10,0,0,3.7197549640584144e-13
17072,261,1,282.05,1,2,1,1.02.01.0,4,1,1,0.9999997795113527
17074,198,1,203.05,1,2,1,1.02.01.0,4,1,1,0.9546881363342453
17075,65,6,1407.61,2,4,3,2.04.03.0,9,0,0,1.376228574103993e-09
17076,28,3,401.67,3,3,2,3.03.02.0,8,0,0,9.022646164136787e-13
17077,214,1,306.0,1,2,1,1.02.01.0,4,1,1,0.9979236832022548
17080,15,5,669.91,4,4,2,4.04.02.0,10,0,0,1.8721637403280472e-13
17081,31,4,674.23,3,3,2,3.03.02.0,8,0,0,1.3311915145138067e-12
17082,30,4,2728.18,3,3,4,3.03.04.0,10,0,0,5.389988066165222e-12
17083,45,6,2644.01,3,4,4,3.04.04.0,11,0,0,1.2640617374707e-10
17084,32,1,2253.22,3,2,4,3.02.04.0,9,0,0,7.437094982697167e-12
17085,12,23,6324.76,4,4,4,4.04.04.0,12,0,0,1.3295875681029828e-14
17087,373,1,221.53,1,2,1,1.02.01.0,4,1,1,1.0
17089,22,1,128.45,3,2,1,3.02.01.0,6,0,0,1.0735505928560706e-13
17090,10,6,1105.53,4,4,3,4.04.03.0,11,0,0,1.1786411553049034e-13
17091,3,11,3983.34,4,4,4,4.04.04.0,12,0,0,2.6479608849825157e-14
17092,73,7,3817.18,2,4,4,2.04.04.0,10,0,0,1.3389458797609783e-08
17093,228,1,235.88,1,2,1,1.02.01.0,4,1,1,0.9998629115525048
17094,59,1,100.2,2,2,1,2.02.01.0,5,0,0,7.244399254408406e-11
17095,66,4,1248.09,2,3,3,2.03.03.0,8,0,0,1.2911570182192258e-09
17096,19,7,2737.05,3,4,4,3.04.04.0,11,0,0,6.446749500101499e-13
17097,1,2,386.03,4,2,2,4.02.02.0,8,0,0,5.85880611346628e-15
17098,17,3,591.0699999999999,4,3,2,4.03.02.0,9,0,0,2.1521696223549737e-13
17099,169,1,582.17,1,2,2,1.02.02.0,5,1,0,0.13333532869635376
17101,30,3,885.3199999999999,3,3,3,3.03.03.0,9,0,0,2.7919414694433835e-12
17103,358,1,424.3,1,2,2,1.02.02.0,5,1,1,0.9999999999999993
17104,59,1,474.03,2,2,2,2.02.02.0,6,0,0,1.501130821154277e-10
17106,25,1,491.23,3,2,2,3.02.02.0,7,0,0,3.985833251544316e-13
17107,33,4,5259.99,3,3,4,3.03.04.0,10,0,0,1.2587234256795652e-11
17108,299,1,174.95,1,2,1,1.02.01.0,4,1,1,0.9999999998639557
17109,42,2,410.42,3,2,2,3.02.02.0,7,0,0,8.664526379932913e-12
17110,156,2,347.4,1,2,2,1.02.02.0,5,1,0,0.009449858130664847
17111,61,1,227.97,2,2,1,2.02.01.0,5,0,0,1.0838540793938048e-10
17112,138,1,205.17,1,2,1,1.02.01.0,4,0,0,0.00017703522627592164
17113,210,6,2322.59,1,4,4,1.04.04.0,9,1,1,0.9996421532832023
17115,184,4,1923.99,1,3,4,1.03.04.0,8,1,1,0.9300313118309845
17116,284,1,389.78,1,2,2,1.02.02.0,5,1,1,0.9999999987601738
17121,38,1,314.74,3,2,2,3.02.02.0,7,0,0,4.923210306815286e-12
17122,24,3,432.18,3,3,2,3.03.02.0,8,0,0,4.1527955051105526e-13
17123,75,2,631.87,2,2,2,2.02.02.0,6,0,0,2.753274121978766e-09
17126,17,4,1065.69,4,3,3,4.03.03.0,10,0,0,3.602851774517166e-13
17127,64,5,1155.0300000000002,2,4,3,2.04.03.0,9,0,0,1.3799870080232497e-09
17129,156,1,31.85,1,2,1,1.02.01.0,4,1,0,0.005760599287745751
17132,88,2,1272.8,2,2,3,2.02.03.0,7,0,0,7.380178852865027e-08
17133,110,5,9730.09,2,4,4,2.04.04.0,10,0,0,5.2319876999327785e-05
17134,78,1,212.1,2,2,1,2.02.01.0,5,0,0,2.9671664781977404e-09
17135,7,4,814.43,4,3,3,4.03.03.0,10,0,0,5.0042879098279466e-14
17136,298,1,231.68,1,2,1,1.02.01.0,4,1,1,0.9999999998356739
17137,52,6,1133.63,3,4,3,3.04.03.0,10,0,0,2.118744851428678e-10
17138,25,6,4036.77,3,4,4,3.04.04.0,11,0,0,2.9711169055475484e-12
17139,25,13,8915.99,3,4,4,3.04.04.0,11,0,0,1.0309829671432774e-12
17141,54,4,754.33,2,3,3,2.03.03.0,8,0,0,1.1844455144952466e-10
17142,40,3,704.75,3,3,2,3.03.02.0,8,0,0,9.642059463728324e-12
17143,53,2,924.11,3,2,3,3.02.03.0,8,0,0,1.5524507648394034e-10
17145,148,4,3120.91,1,3,4,1.03.04.0,8,1,0,0.013382486562605106
17146,71,10,5110.46,2,4,4,2.04.04.0,10,0,0,5.30243097455234e-09
17147,88,5,1485.36,2,4,3,2.04.03.0,9,0,0,1.5313188820685113e-07
17149,87,1,143.10000000000002,2,2,1,2.02.01.0,5,0,0,1.700439024953788e-08
17150,12,6,1375.65,4,4,3,4.04.03.0,11,0,0,1.7897453671601397e-13
17151,371,1,231.90000000000003,1,2,1,1.02.01.0,4,1,1,1.0
17152,61,1,327.0,2,2,2,2.02.02.0,6,0,0,2.1824913701182792e-10
17155,163,5,640.76,1,4,2,1.04.02.0,7,1,0,0.07239695147366802
17156,127,1,591.87,2,2,2,2.02.02.0,6,0,0,8.591523547207629e-05
17157,116,17,4832.9,2,4,4,2.04.04.0,10,0,0,6.889234407064442e-06
17158,183,2,713.03,1,2,3,1.02.03.0,6,1,1,0.7916037610382413
17159,113,2,560.71,2,2,2,2.02.02.0,6,0,0,4.478988188274998e-06
17160,10,11,6691.13,4,4,4,4.04.04.0,12,0,0,1.3727483768649482e-13
17161,80,1,856.01,2,2,3,2.02.03.0,7,0,0,1.860658236983471e-08
17163,81,2,406.68,2,2,2,2.02.02.0,6,0,0,8.654076011309315e-09
17165,17,5,1635.64,4,4,3,4.04.03.0,11,0,0,6.091579094825409e-13
17167,15,3,867.11,4,3,3,4.03.03.0,10,0,0,2.990066104517796e-13
17168,134,1,400.2,2,2,2,2.02.02.0,6,0,0,0.00032918951700592486
17169,214,1,320.95,1,2,2,1.02.02.0,5,1,1,0.9989587220912535
17170,10,2,178.68,4,2,1,4.02.01.0,7,0,0,1.6606089314569247e-14
17171,297,1,159.68,1,2,1,1.02.01.0,4,1,1,0.9999999997988325
17172,66,2,638.81,2,2,2,2.02.02.0,6,0,0,4.773337479715087e-10
17176,162,2,596.1899999999999,1,2,2,1.02.02.0,5,1,0,0.030541915619460683
17177,141,1,119.5,1,2,1,1.02.01.0,4,1,0,0.00031470514663756817
17178,367,1,436.71,1,2,2,1.02.02.0,5,1,1,0.9999999999999998
17179,18,3,795.47,4,3,3,4.03.03.0,10,0,0,5.323773784191554e-13
17180,58,7,1460.95,2,4,3,2.04.03.0,9,0,0,2.8297160537804565e-10
17181,9,2,225.45,4,2,1,4.02.01.0,7,0,0,1.3733783164827564e-14
17182,58,2,321.3,2,2,2,2.02.02.0,6,0,0,9.720917267520788e-11
17184,205,2,198.41000000000005,1,2,1,1.02.01.0,4,1,1,0.9850354127390701
17185,227,3,229.46,1,3,1,1.03.01.0,5,1,1,0.9998691418773183
17187,162,1,263.76,1,2,1,1.02.01.0,4,1,0,0.01874193992855467
17188,82,6,2118.7000000000003,2,4,4,2.04.04.0,10,0,0,8.099470086625685e-08
17189,196,3,573.23,1,3,2,1.03.02.0,6,1,1,0.974128840142942
17190,39,5,1298.3,3,4,3,3.04.03.0,10,0,0,2.1429965662918957e-11
17191,4,11,2740.92,4,4,4,4.04.04.0,12,0,0,2.8267453771242953e-14
17192,172,1,77.83,1,2,1,1.02.01.0,4,1,0,0.11612927572592249
17193,22,2,610.74,3,2,2,3.02.02.0,7,0,0,1.798620232954676e-13
17194,166,1,549.88,1,2,2,1.02.02.0,5,1,0,0.07874658240349547
17195,291,1,562.98,1,2,2,1.02.02.0,5,1,1,0.9999999996885636
17196,63,1,352.9,2,2,2,2.02.02.0,6,0,0,3.230810242387331e-10
17198,1,2,521.66,4,2,2,4.02.02.0,8,0,0,5.942186225472884e-15
17199,218,1,145.12,1,2,1,1.02.01.0,4,1,1,0.9990302034208827
17200,23,4,356.71,3,3,2,3.03.02.0,8,0,0,2.7109730136036257e-13
17201,159,3,899.41,1,3,3,1.03.03.0,7,1,0,0.054424910142213866
17202,56,1,160.65,2,2,1,2.02.01.0,5,0,0,4.064033101099547e-11
17203,24,4,2012.03,3,3,4,3.03.04.0,10,0,0,1.5546111671555735e-12
17204,10,5,3940.13,4,4,4,4.04.04.0,12,0,0,3.947773768252559e-13
17205,52,2,615.27,3,2,2,3.02.02.0,7,0,0,6.207960228321969e-11
17207,288,1,303.22,1,2,1,1.02.01.0,4,1,1,0.9999999988560571
17208,31,1,115.35,3,2,1,3.02.01.0,6,0,0,6.188296232717703e-13
17209,285,3,611.6,1,3,2,1.03.02.0,6,1,1,0.9999999992172135
17210,28,1,253.37,3,2,1,3.02.01.0,6,0,0,3.499741160862444e-13
17211,5,6,1729.43,4,4,4,4.04.04.0,12,0,0,9.465548621509409e-14
17212,94,2,567.5600000000001,2,2,2,2.02.02.0,6,0,0,1.1071733003318842e-07
17213,2,7,2401.07,4,4,4,4.04.04.0,12,0,0,4.524280385013882e-14
17215,100,1,186.15,2,2,1,2.02.01.0,5,0,0,2.148939663839395e-07
17216,190,1,65.05,1,2,1,1.02.01.0,4,1,1,0.8138416422257311
17217,255,1,104.5,1,2,1,1.02.01.0,4,1,1,0.9999992772620111
17218,4,9,2231.96,4,4,4,4.04.04.0,12,0,0,4.194406937727876e-14
17219,52,1,144.9,3,2,1,3.02.01.0,6,0,0,3.709978018815209e-11
17220,53,7,1283.5,3,4,3,3.04.03.0,10,0,0,2.0904832905918227e-10
17221,227,3,643.39,1,3,2,1.03.02.0,6,1,1,0.9999371073994623
17222,113,5,1250.86,2,4,3,2.04.03.0,9,0,0,1.9466299568851753e-05
17223,4,2,446.74,4,2,2,4.02.02.0,8,0,0,1.0576370223491055e-14
17224,137,1,100.86,1,2,1,1.02.01.0,4,0,0,0.00014413205169374962
17225,217,1,131.15,1,2,1,1.02.01.0,4,1,1,0.9988201821821989
17226,80,2,506.63,2,2,2,2.02.02.0,6,0,0,7.196972923557257e-09
17227,4,7,1082.71,4,4,3,4.04.03.0,11,0,0,2.921333923057871e-14
17228,3,7,1271.15,4,4,3,4.04.03.0,11,0,0,2.4519660652825386e-14
17230,199,10,6286.54,1,4,4,1.04.04.0,9,1,1,0.9950829719513479
17231,25,15,4022.72,3,4,4,3.04.04.0,11,0,0,3.9575070800539263e-13
17233,84,2,369.98,2,2,2,2.02.02.0,6,0,0,1.5464664716465666e-08
17235,8,7,1354.82,4,4,3,4.04.03.0,11,0,0,6.550400554319015e-14
17236,46,6,1013.13,3,4,3,3.04.03.0,10,0,0,6.50227378493843e-11
17237,11,2,687.39,4,2,2,4.02.02.0,8,0,0,4.240140154109402e-14
17238,7,17,4038.45,4,4,4,4.04.04.0,12,0,0,1.515436156878576e-14
17239,23,3,806.95,3,3,3,3.03.03.0,9,0,0,7.082812780750986e-13
17240,232,1,130.6,1,2,1,1.02.01.0,4,1,1,0.999936405043855
17241,21,12,2744.14,3,4,4,3.04.04.0,11,0,0,3.1103837210797087e-13
17242,92,3,1754.24,2,3,4,2.03.04.0,9,0,0,5.370562989335716e-07
17243,5,44,12213.01,4,4,4,4.04.04.0,12,3,0,5.710249674945398e-17
17244,19,4,871.14,3,3,3,3.03.03.0,9,0,0,2.615347789349912e-13
17245,325,1,200.18,1,2,1,1.02.01.0,4,1,1,0.9999999999991427
